id,classification_id,annotation,workflow_id,user_id,subject_id,event_time,gravityspy_id,ifo,main_channel_name,event_generator,annotation_channel_names,hveto_round_number
154,424230155,"{0,1,2}",21793,1169509,76085751,1262388079.6875,DeQApZoHLWhqCnDJ0mXc,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-MICH_IN1_DQ,L1:LSC-POP_A_RF45_Q_ERR_DQ,L1:PSL-ISS_PDA_REL_OUT_DQ}",8
155,424230131,{},21793,1169509,76085741,1262382322.0625,akPJL51PlCn4hlSXIALS,L1,L1:GDS-CALIB_STRAIN,None,{},8
156,424230177,{},21793,1169509,76084686,1262795905.875,C3GXuMAg3JGPA3mBMfpA,H1,H1:GDS-CALIB_STRAIN,None,{},3
157,424230195,{},21793,1169509,76083938,1262371427.3125,ZIaH6DY7UrEIj7OVkMD1,L1,L1:GDS-CALIB_STRAIN,None,{},1
158,424230243,"{0,2}",21793,1169509,76085189,1262358678.593994,xghWdfdadDKOnA1oyLW7,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-REFL_A_LF_OUT_DQ,L1:PSL-ISS_PDA_REL_OUT_DQ}",5
159,425126048,{},21793,737501,76084834,1262385699.5625,0Bv1f8kCkhBVFFuofFK0,L1,L1:GDS-CALIB_STRAIN,None,{},10
160,425125971,"{0,1,2}",21793,737501,76083632,1262808811.4375,nGJmxDRH1ZhPAQo7JZcD,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
161,425127735,{},21793,2409581,76085083,1262791262.625,aP76cqjgeCGwiROl1sgB,H1,H1:GDS-CALIB_STRAIN,None,{},8
162,425127736,"{0,1,2}",21793,2409581,76085140,1262388403.84375,fFWM0AvNpm6g7AQ5Wa9k,L1,L1:GDS-CALIB_STRAIN,None,"{L1:SUS-ITMX_L3_OPLEV_SUM_OUT_DQ,L1:SUS-ITMX_L3_OPLEV_YAW_OUT_DQ,L1:SUS-ITMX_L3_OPLEV_PIT_OUT_DQ}",3
163,426827838,{},21793,2436154,76085033,1262368145.5625,NbHaUYtoC2a1K6DrsCrm,L1,L1:GDS-CALIB_STRAIN,None,{},11
164,426827487,"{0,1,2}",21793,2436154,76083609,1262812147.8125,07XNRh8OSocwbXd878nE,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
165,426827579,"{0,1,2}",21793,2436154,76085752,1262388079.6875,DeQApZoHLWhqCnDJ0mXc,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-MICH_OUT_DQ,L1:LSC-REFL_A_LF_OUT_DQ,L1:LSC-REFL_A_RF45_I_ERR_DQ}",8
166,426827702,{0},21793,2436154,76083872,1262800357.0625,mT1GO6AzOx8g4MxzvePe,H1,H1:GDS-CALIB_STRAIN,None,{H1:LSC-POP_A_LF_OUT_DQ},2
167,426827827,{},21793,2436154,76084826,1262365125.8125,aNNlbPWuDsTH0BWQK6pg,L1,L1:GDS-CALIB_STRAIN,None,{},10
168,426827789,{2},21793,2436154,76085049,1262387823.703125,6OCPiiSG2cSxJFbq2XZq,L1,L1:GDS-CALIB_STRAIN,None,{L1:LSC-PRCL_OUT_DQ},11
169,426828684,"{0,1,2}",21793,2436154,76085735,1262384667.375,U1afilTWrtVngEgFYo8n,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-MICH_IN1_DQ,L1:LSC-POP_A_RF45_Q_ERR_DQ,L1:PSL-ISS_PDA_REL_OUT_DQ}",8
170,426828766,{},21793,2436154,76085006,1262379405.09375,4zUPUWcfy2AvFlsKWoTM,L1,L1:GDS-CALIB_STRAIN,None,{},11
171,426828805,{},21793,2436154,76085246,1262388897.1875,MHZnBXPodHmxU3SRFlix,L1,L1:GDS-CALIB_STRAIN,None,{},7
172,426829382,"{0,2}",21793,2436154,76085017,1262807991.4375,Tvih2j8OlJ51Yg1M7ym9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",6
173,426829233,{},21793,2436154,76084058,1262371874.8125,5cCBifrQrJipz21Sam5e,L1,L1:GDS-CALIB_STRAIN,None,{},1
174,426828963,{0},21793,2436154,76085046,1262791411.375,9EoBGA827uAnkFBNaCOw,H1,H1:GDS-CALIB_STRAIN,None,{H1:ASC-AS_A_RF45_I_YAW_OUT_DQ},7
175,426829049,{1},21793,2436154,76085180,1262383009.3125,00fUnVHhQrTCmYjmwlmI,L1,L1:GDS-CALIB_STRAIN,None,{L1:LSC-REFL_A_LF_OUT_DQ},4
176,426829076,{},21793,2436154,76085801,1262385689.6875,XzAc4nbNUaN71Ae8NqHd,L1,L1:GDS-CALIB_STRAIN,None,{},9
177,426829131,{},21793,2436154,76085078,1262795317.3125,L8GWfUFuSjtrj6eZ8V9w,H1,H1:GDS-CALIB_STRAIN,None,{},8
178,426829296,"{0,2}",21793,2436154,76085798,1262389697.1875,H8zvccTn8h5g4oURKnSg,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-REFL_A_LF_OUT_DQ,L1:PSL-ISS_PDB_REL_OUT_DQ}",9
179,426829761,{0},21793,2436154,76085172,1262382599.5625,JsCVru3YyDYHaLPi4vTe,L1,L1:GDS-CALIB_STRAIN,None,{L1:ASC-AS_A_RF45_Q_YAW_OUT_DQ},4
180,426829219,"{0,1,2}",21793,2436154,76085152,1262378226.625,7AQwFrVrxE8XWIeR0TMr,L1,L1:GDS-CALIB_STRAIN,None,"{L1:SUS-ITMX_L3_OPLEV_SUM_OUT_DQ,L1:SUS-ITMX_L3_OPLEV_YAW_OUT_DQ,L1:SUS-ITMX_L3_OPLEV_PIT_OUT_DQ}",3
181,426829412,{},21793,2436154,76085729,1262366029.125,Raxlal1wSkOw11oYkg1P,L1,L1:GDS-CALIB_STRAIN,None,{},7
182,426829536,"{0,1,2}",21793,2436154,76083616,1262808230.3125,m3A8OtOlWPENbadHdw41,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
183,426829564,{},21793,2436154,76085533,1262377684.6875,kSYmUumG85BNXzrOqU7Z,L1,L1:GDS-CALIB_STRAIN,None,{},7
184,426829623,"{0,1,2}",21793,2436154,76083604,1262814785.0625,AjH1ORLHMuX34N7P4Wlx,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
185,426829650,{},21793,2436154,76084851,1262802272.6875,AjG71fkiXL5EuAZtTITy,H1,H1:GDS-CALIB_STRAIN,None,{},5
186,426829700,{},21793,2436154,76085055,1262377997.8125,mNXATUyiRSUZJAyRc1ga,L1,L1:GDS-CALIB_STRAIN,None,{},11
187,426829936,"{0,1,2}",21793,2436154,76084413,1262812993.6875,ATQ54DRGPTZaYK6TyXBB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-SRC2_Y_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",2
188,426829974,"{0,1,2}",21793,2436154,76085147,1262378133.1875,8tTsC2JmAvpZ3nWGAHu5,L1,L1:GDS-CALIB_STRAIN,None,"{L1:LSC-MICH_IN1_DQ,L1:LSC-POP_A_RF45_Q_ERR_DQ,L1:LSC-MICH_OUT_DQ}",3
189,434900485,"{0,1,2}",21793,2390285,79008474,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
190,434900623,{},21793,2390285,79008484,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,{},1
191,434900247,"{0,1,2}",21793,2390285,79008475,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
192,434900344,"{0,1,2}",21793,2390285,79008480,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
193,434900302,"{0,1,2}",21793,2390285,79008473,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
194,434900608,"{0,1}",21793,2390285,79008488,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ}",1
195,434900282,"{0,1,2}",21793,2390285,79008477,1262805914.125,zGK01vjw7mR4MFnyWSWL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
196,434900433,"{0,1,2}",21793,2390285,79008495,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
197,434900441,"{0,1,2}",21793,2390285,79008491,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
198,434900452,"{0,1,2}",21793,2390285,79008487,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
199,434900461,"{0,1,2}",21793,2390285,79008486,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
200,434900469,"{0,1,2}",21793,2390285,79017172,1262812025.9375,9Ef7HIDlCDcIUmzsAdkP,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
201,434900475,"{0,1,2}",21793,2390285,79008496,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
202,434900493,"{0,1,2}",21793,2390285,79008492,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
203,434900543,{},21793,2390285,79008490,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,{},1
204,434900505,"{0,1}",21793,2390285,79008489,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ}",1
205,434900535,{},21793,2390285,79008482,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,{},1
206,434900562,"{0,1}",21793,2390285,79008478,1262805914.125,zGK01vjw7mR4MFnyWSWL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ}",1
207,434900572,"{0,1,2}",21793,2390285,79008481,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
208,434900579,"{0,1,2}",21793,2390285,79008479,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
209,434900590,{2},21793,2390285,79008483,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,{H1:ASC-AS_B_RF45_I_YAW_OUT_DQ},1
210,434900597,"{0,1,2}",21793,2390285,79008493,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
211,434900630,{},21793,2390285,79008494,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,{},1
212,434900674,"{0,1,2}",21793,2390285,79008497,1262798568.5625,VmEQev5Ze9ZtMEkMYqs7,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
213,434900362,"{0,1,2}",21793,2390285,79008485,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
214,435720885,"{0,1,2}",21793,1455701,79008474,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
215,435720987,"{0,1,2}",21793,1455701,79008480,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
216,435720981,"{0,1,2}",21793,1455701,79008495,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
217,435720940,"{0,1,2}",21793,1455701,79008497,1262798568.5625,VmEQev5Ze9ZtMEkMYqs7,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
218,435720967,"{0,1,2}",21793,1455701,79008484,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
219,435721010,"{1,2}",21793,1455701,79017172,1262812025.9375,9Ef7HIDlCDcIUmzsAdkP,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
220,435721138,{},21793,1455701,79008490,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,{},1
221,435721021,"{0,1,2}",21793,1455701,79008493,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
222,435721037,"{0,1,2}",21793,1455701,79008491,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
223,435721046,"{0,1,2}",21793,1455701,79008494,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
224,435721054,"{0,1,2}",21793,1455701,79008492,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
225,435721067,"{0,1,2}",21793,1455701,79008487,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
226,435721086,"{1,2}",21793,1455701,79008475,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
227,435721094,"{1,2}",21793,1455701,79008482,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
228,435721212,"{0,1,2}",21793,1455701,79008483,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
229,435721105,"{0,1,2}",21793,1455701,79008473,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
230,435721128,"{0,1,2}",21793,1455701,79008479,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
231,435721200,{},21793,1455701,79008485,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,{},1
232,435721153,"{0,1,2}",21793,1455701,79008496,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
233,435721169,"{0,1}",21793,1455701,79008478,1262805914.125,zGK01vjw7mR4MFnyWSWL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ}",1
234,435721223,"{0,1,2}",21793,1455701,79008481,1262813589.4375,hJjNUFVj8h4mGUym1St9,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
235,435721187,"{0,1,2}",21793,1455701,79008477,1262805914.125,zGK01vjw7mR4MFnyWSWL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
236,435721232,"{0,1,2}",21793,1455701,79008489,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
237,436009925,"{0,1,2}",21793,2409581,79008477,1262805914.125,zGK01vjw7mR4MFnyWSWL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
238,436009869,"{0,1,2}",21793,2409581,79008487,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
239,436009897,"{0,1,2}",21793,2409581,79008486,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
240,436009942,"{0,1,2}",21793,2409581,79017172,1262812025.9375,9Ef7HIDlCDcIUmzsAdkP,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
241,436010196,"{0,1,2}",21793,2409581,79008483,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
242,436010186,"{0,1,2}",21793,2409581,79008495,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
243,436010224,"{0,1,2}",21793,2409581,79008485,1262814241.4375,v7PTMKTSIX3bfo5EJVvB,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
244,436010246,"{0,1,2}",21793,2409581,79008489,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ,H1:ASC-AS_B_RF45_I_YAW_OUT_DQ}",1
245,436010577,"{0,1}",21793,2409581,79008488,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ}",1
246,436010526,"{0,1,2}",21793,2409581,79008491,1262799565.9375,3nsITzWw9ot74zToHMIL,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
247,436010547,"{0,1,2}",21793,2409581,79008475,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
248,436010621,"{1,2}",21793,2409581,79008490,1262795817.9375,safmZSDyRNQfjee9KmfU,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_I_YAW_OUT_DQ,H1:ASC-AS_A_RF45_I_PIT_OUT_DQ}",1
249,436010694,"{0,1}",21793,2409581,79008497,1262798568.5625,VmEQev5Ze9ZtMEkMYqs7,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ}",1
250,436010728,"{0,1}",21793,2409581,79008484,1262806175.8125,3j8Pfz2Rw7DXVRrpAovN,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ}",1
251,436010753,"{0,1}",21793,2409581,79008496,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-Y_TR_A_NSUM_OUT_DQ,H1:ASC-AS_A_RF45_I_YAW_OUT_DQ}",1
252,436010782,"{0,1}",21793,2409581,79008474,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-AS_A_RF45_Q_PIT_OUT_DQ,H1:ASC-DHARD_P_OUT_DQ}",1
253,436010883,"{0,1,2}",21793,2409581,79008494,1262807482.625,nTEknDf9kiq0q6cx4INd,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
254,436755682,"{0,1,2}",21793,1169509,79008473,1262796455.125,i9t3EFYyJmNCi2xdJlvn,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
255,436755541,"{0,1,2}",21793,1169509,79008497,1262798568.5625,VmEQev5Ze9ZtMEkMYqs7,H1,H1:GDS-CALIB_STRAIN,None,"{H1:ASC-DHARD_Y_OUT_DQ,H1:ASC-AS_A_RF45_Q_YAW_OUT_DQ,H1:LSC-POP_A_LF_OUT_DQ}",1
